,genres,ID,title,vote_average,vote_count,releasedate,director_gender,prod_countries
8422,Drama,90503,Mira,6.3,2.0,1971,male,Belgium
8423,Drama,45047,The Seduction of Inga,5.0,1.0,1968,male,Sweden
8424,"Fantasy, Family, Animation",152948,The New Gulliver,6.5,4.0,1935,male,Russia
8425,"Foreign, Horror",14482,Baba Yaga,6.0,1.0,1971,male,Russia
8426,"Fantasy, Mystery, Horror",105915,Lost in New York,5.0,1.0,1989,male,France
8427,Drama,65885,Emergency Kisses,7.3,3.0,1989,male,France
8428,"Drama, Romance",48623,One Hundred Days After Childhood,6.4,5.0,1975,male,Russia
8429,"Romance, Fantasy, Family",149832,The Princess and the Pea,6.0,1.0,1976,male,Russia
8430,Drama,161827,"I, a Woman",8.8,2.0,1965,male,Sweden
8431,Drama,251241,Plastic Jesus,7.3,2.0,1971,male,Serbia
8432,"Adventure, Fantasy, Science Fiction",60948,On the Comet,5.6,6.0,1970,male,Czech Republic
8433,Drama,117046,The White Dove,7.8,5.0,1960,male,Czech Republic
8434,"Drama, War",49099,Images of a Relief,10.0,1.0,1982,male,Denmark
8435,Drama,88534,Avé,8.0,6.0,2012,male,Bulgaria
8436,Science Fiction,85107,Slow Action,7.3,3.0,2010,male,United Kingdom
8437,Drama,111650,It Happened in Europe,5.3,4.0,1948,male,Hungary
8438,"Fantasy, Family, Animation",42647,The Twelve Months,4.2,8.0,1956,male,Russia
8439,"Comedy, Thriller, Mystery",43833,Q Planes,5.2,3.0,1939,male,United Kingdom
8440,"Action, Thriller",5256,Momentum,6.2,3.0,2003,male,Germany
8441,"Adventure, Family",64869,"Nikki, Wild Dog of the North",7.0,1.0,1961,male,Canada
8442,Drama,334312,The Tournament,6.0,9.0,2015,female,France
8443,"Action, Adventure, Foreign",186881,Treasure Hunters,7.1,4.0,1981,male,Hong Kong
8444,Documentary,118145,"differently, Molussia",5.0,1.0,2012,male,France
8445,"Drama, Romance, Fantasy",254902,A Story of the Forest: Mavka,10.0,2.0,1980,male,Ukraine
8446,"Adventure, Fantasy, Animation",239536,The Golden Key,6.0,2.0,1939,male,Russia
8447,"Adventure, Fantasy, Family, Animation",51902,The Tale of John and Marie,7.1,5.0,1980,male,Czech Republic
8448,Unknown,85834,Méditerranée,6.4,5.0,1963,male,France
8449,History,31957,The bitter herb,5.0,2.0,1985,male,Netherlands
8450,Documentary,358859,The Event,5.0,1.0,2015,male,Russia
8451,Unknown,191703,Pioneers in Ingolstadt,6.5,2.0,1971,male,Germany
8452,"Mystery, Documentary",220949,The Halt,3.9,7.0,2000,male,Russia
8453,Documentary,278262,"Life, Autumn",6.5,2.0,1999,male,Germany
8454,Unknown,149712,In Memory of the Day Passed By,8.5,4.0,1990,male,Soviet Union
8455,"Drama, Animation",48617,Father and Daughter,7.4,45.0,2000,male,Belgium
8456,Unknown,144886,Schwechater,5.3,12.0,1958,male,Austria
8457,Documentary,270469,Portrait,4.0,5.0,2002,male,Russia
8458,Documentary,277819,Factory,5.0,4.0,2004,male,Russia
8459,"Drama, Thriller",302528,Remember,7.4,173.0,2015,male,Canada
8460,"Drama, Crime, Thriller",256316,Tabloid Truth,5.0,9.0,2014,male,South Korea
8461,"Comedy, Romance, Fantasy, Science Fiction",381890,The Mermaid,6.2,76.0,2016,male,China
8462,Comedy,347669,Stranded,5.3,14.0,2015,male,Spain
8463,Western,101553,Yankee,3.5,2.0,1966,male,Italy
8464,Drama,137599,Action,3.8,5.0,1980,male,Italy
8465,"Comedy, Drama",37265,All Ladies Do It,3.8,159.0,1992,male,Italy
8466,Comedy,55580,P.O. Box Tinto Brass,5.1,22.0,1995,male,Italy
8467,"Drama, Romance, Thriller",30301,Black Angel,5.6,12.0,2002,male,Italy
8468,"Drama, War",82737,War,6.5,11.0,2002,male,Russia
8469,Drama,330697,Belgica,5.9,45.0,2016,male,France
8470,"Thriller, Horror",301365,The Neon Demon,6.4,926.0,2016,male,Denmark
8471,Drama,277713,Sunset Song,6.5,37.0,2015,male,Luxembourg
8472,"Comedy, Action, Drama, Thriller, Science Fiction",364433,They Call Me Jeeg Robot,7.5,575.0,2015,male,Italy
8473,"Drama, Romance",37941,Vinnaithaandi Varuvaayaa,7.7,19.0,2010,male,India
8474,"Action, Drama, Romance, Foreign",21463,Roja,7.1,9.0,1992,male,India
8475,"Drama, Romance",82124,Mouna Raagam,7.7,3.0,1986,male,India
8476,"Action, Drama",53883,Anjathe,5.2,3.0,2008,male,India
8477,"Action, Crime, Thriller",70988,Yuddham Sei,7.7,3.0,2011,male,India
8478,"Fantasy, Science Fiction, Animation",72188,Noiseman Sound Insect,7.3,4.0,1997,male,Japan
8479,"Comedy, Drama",284135,Hill of Freedom,7.6,14.0,2014,male,South Korea
8480,Drama,160075,Nobody's Daughter Haewon,7.0,15.0,2013,male,South Korea
8481,"Drama, Family",187662,Tokyo Family,7.6,18.0,2013,male,Japan
8482,"Drama, Romance, Foreign",31626,Bommarillu,5.6,6.0,2006,male,India
8483,"Comedy, Drama, Foreign",23776,Parugu,4.5,6.0,2008,male,India
8484,Unknown,34763,Aarya 2,6.6,5.0,2009,male,India
8485,Documentary,263976,The Staple of News,8.0,2.0,2014,male,Brazil
8486,Drama,371647,Mahana,5.7,7.0,2016,male,New Zealand
8487,Western,159281,Two Faces of the Dollar,7.0,1.0,1967,male,France
8488,War,268271,The Battle of the Damned,4.5,2.0,1969,male,Italy
8489,"Adventure, Fantasy, Animation",34052,Jack and the Beanstalk,5.5,7.0,1974,male,United States of America
8490,"Drama, Thriller, War",333352,Eye in the Sky,7.2,532.0,2015,male,United Kingdom
8491,"Comedy, Drama, Romance",98302,Love and the Frenchwoman,6.0,1.0,1960,male,France
8492,"Comedy, Drama, Romance",336652,Two Friends,6.6,24.0,2015,male,France
8493,"Comedy, Drama",131907,God is on Air,10.0,1.0,2002,male,Spain
8494,Documentary,214775,'Til Madness Do Us Part,6.8,6.0,2013,male,Japan
8495,Animation,85793,Legend of the Forest,7.0,2.0,1987,male,Japan
8496,"Drama, Crime, Thriller, Mystery",224339,Onaayum Aattukkuttiyum,7.4,6.0,2013,male,India
8497,Drama,46043,Miss Oyu,6.1,9.0,1951,male,Japan
8498,"Mystery, Horror",332704,Backtrack,5.7,131.0,2015,male,Australia
8499,"Action, Drama, Romance",369834,Sethupathi,5.8,4.0,2016,male,India
8500,Drama,292010,The Daughter,6.4,25.0,2015,male,Australia
8501,Drama,209266,Exit Marrakech,6.1,8.0,2013,female,Germany
8502,"Adventure, History, Documentary",67852,Space Tourists,5.5,5.0,2010,male,Switzerland
8503,Drama,63004,Don't Die Without Telling Me Where You're Going,7.3,2.0,1995,male,Argentina
8504,"Drama, Fantasy, Science Fiction, Horror",43093,The Giant Behemoth,5.3,9.0,1959,male,United Kingdom
8505,"Comedy, Drama",163018,"Learn How to Read and Write, Son",7.1,5.0,1981,male,Greece
8506,Comedy,64674,Alice in the Navy,8.0,2.0,1961,male,Greece
8507,"Comedy, Romance",379508,Throbs at the Desk,7.0,2.0,1963,male,Greece
8508,"Comedy, Drama, Music",301494,I arhontissa ki o alitis,4.5,2.0,1968,male,Greece
8509,Comedy,71921,Here We Go Round the Mulberry Bush,6.1,7.0,1968,male,United Kingdom
8510,Comedy,143839,Nothing But the Best,5.0,1.0,1964,male,United Kingdom
8511,"Action, Thriller, Horror",365805,Wrecker,3.9,24.0,2015,male,Canada
8512,Comedy,110468,Boys Will Be Boys,6.8,5.0,1935,male,United Kingdom
8513,"Drama, Thriller",329815,Disorder,5.6,62.0,2015,female,Belgium
8514,"Comedy, Drama, Family",12781,The Flying Classroom,7.2,7.0,1954,male,Germany
8515,Drama,226693,Spieltrieb,5.6,7.0,2013,male,Germany
8516,Comedy,47845,12 Paces without a Head,7.2,9.0,2009,male,Germany
8517,"Action, Horror",224951,Evil Feed,4.4,10.0,2013,male,Canada
8518,"Drama, Music",327528,Born to Be Blue,6.7,58.0,2015,male,Canada
8519,"Action, Drama",357706,Irudhi Suttru,6.7,11.0,2016,female,India
8520,"Thriller, Horror",38706,The Sect,6.0,14.0,1991,male,Italy
8521,Drama,58559,Confession of a Child of the Century,4.9,6.0,2012,female,France
8522,"Drama, Romance",124993,Hindle Wakes,7.0,2.0,1927,male,United Kingdom
8523,"Comedy, Action, Adventure, Foreign",31184,The Accidental Gangster and the Mistaken Courtesean,3.5,2.0,2008,male,South Korea
8524,Drama,334922,Sparrows,7.3,9.0,2015,male,Iceland
8525,"Horror, Music",375742,The Lure,6.1,31.0,2015,female,Poland
8526,"Drama, War",239103,Run Boy Run,7.2,38.0,2013,male,Germany
8527,Horror,48613,The Devil's Veil,4.0,2.0,1989,male,France
8528,Comedy,333663,War on Everyone,5.8,105.0,2016,male,United Kingdom
8529,"Comedy, Drama, Romance",296360,Love & Friendship,6.4,171.0,2016,male,United Kingdom
8530,"Drama, Crime",44256,Razzia,6.7,9.0,1955,male,France
8531,"Drama, Romance",186991,Grand Central,5.6,26.0,2013,female,Austria
8532,Drama,16017,Prague,6.7,15.0,2006,male,Denmark
8533,"Comedy, Drama, Romance",83234,April,4.0,4.0,1961,male,Georgia
8534,Comedy,78476,My Worst Nightmare,5.1,59.0,2011,female,France
8535,"Drama, Western",267579,The Ardor,4.4,12.0,2014,male,Argentina
8536,"Action, Drama",67089,Beat,4.3,4.0,1997,male,South Korea
8537,"Drama, Fantasy",114242,Faust,7.2,6.0,1960,male,Germany
8538,Thriller,64239,Kamikaze,7.0,3.0,1986,male,France
8539,Documentary,373349,Mapplethorpe: Look at the Pictures,7.7,11.0,2016,male,Germany
8540,Documentary,344170,Only the Dead See The End of War,8.0,14.0,2015,male,Iraq
8541,"Comedy, Drama, Crime, Foreign",21571,Mithya,6.6,5.0,2008,male,India
8542,"Drama, Romance, Music",369557,Sing Street,8.0,669.0,2016,male,Ireland
8543,"Drama, Romance, History",75733,Perceval,5.9,7.0,1978,male,France
8544,"Drama, Romance, Foreign",40211,A Millionaire's First Love,7.2,25.0,2006,male,South Korea
8545,"Thriller, Horror",29390,"Let's Kill Uncle, Before Uncle Kills Us",4.3,2.0,1966,male,United Kingdom
8546,"Comedy, Horror",101733,Zombie Ass: Toilet of the Dead,3.8,16.0,2011,male,Japan
8547,"Foreign, Family",102909,Joey,4.0,1.0,1997,male,Australia
8548,"Drama, Documentary",297393,Dark Horse,3.7,23.0,2015,female,United Kingdom
8549,"Thriller, Science Fiction, Horror",343112,Man Vs.,5.4,12.0,2015,male,Canada
8550,Documentary,144651,Ghosts Before Breakfast,7.0,9.0,1928,male,Germany
8551,Comedy,18597,Jimmy Carr: Live,7.3,8.0,2004,male,United Kingdom
8552,Comedy,19499,Jimmy Carr: Stand Up,7.0,10.0,2005,male,United Kingdom
8553,"Action, Science Fiction, Foreign",67174,Exodus: Tales from the Enchanted Kingdom,3.5,2.0,2005,male,Philippines
8554,Unknown,110282,A Way of Life,8.0,2.0,2004,female,United Kingdom
8555,"Comedy, Drama, Crime, Horror",39857,The Untold Story,6.7,20.0,1993,male,Hong Kong
8556,Drama,194853,The Guns,5.0,1.0,1964,male,Argentina
8557,"Comedy, Drama",80094,The Apple Game,5.0,1.0,1977,female,Czech Republic
8558,Comedy,197175,Rio das Mortes,6.7,3.0,1971,male,Germany
8559,"Action, Foreign",107641,Onimasa: A Japanese Godfather,8.5,2.0,1982,male,Japan
8560,Drama,3102,My Step Brother Frankenstein,3.3,3.0,2005,male,Russia
8561,"Drama, Romance, History",62729,His Wife's Diary,4.5,5.0,2000,male,Russia
8562,"Drama, Romance",47851,Five Evenings,4.6,7.0,1978,male,Russia
8563,Comedy,29009,O Coronel e o Lobisomem,6.3,8.0,2005,male,Brazil
8564,"Action, Drama, Adventure",23854,The Assailant,5.4,11.0,2009,male,Brazil
8565,"Comedy, Western",1659,Texas - Doc Snyder hält die Welt in Atem,6.3,12.0,1993,male,Germany
8566,Comedy,1655,Praxis Dr. Hasenbein,7.0,8.0,1997,male,Germany
8567,"Comedy, Drama",348025,Families,5.0,26.0,2015,male,France
8568,Drama,36137,Nordsee ist Mordsee,7.5,4.0,1976,male,Germany
8569,"Comedy, Action, Romance",62880,Smokey Bites the Dust,7.0,1.0,1981,male,United States of America
8570,Drama,375572,Italian Race,7.7,187.0,2016,male,Italy
8571,Drama,138827,Penance,7.3,6.0,2012,male,Japan
8572,"Comedy, Fantasy, Family",322240,Nine Lives,5.5,289.0,2016,male,China
8573,"Comedy, Drama",381341,Perfect Strangers,7.8,803.0,2016,male,Italy
8574,"Comedy, Drama, Romance",387252,Kadhalum Kadanthu Pogum,7.9,6.0,2016,male,India
8575,Unknown,381298,Ghayal Once Again,5.5,5.0,2016,male,India
8576,Horror,297186,Fatal Frame,7.4,5.0,2014,female,Japan
8577,Horror,344593,Cherry Tree,3.8,11.0,2015,male,Ireland
8578,Documentary,373072,Tickled,7.3,94.0,2016,male,New Zealand
8579,"Romance, Adventure, Family",20898,Aladdin and His Magic Lamp,5.4,4.0,1967,male,Russia
8580,"Comedy, Action, Horror",76164,Bong of the Dead,3.3,9.0,2011,male,Canada
8581,"Comedy, Romance",60809,Single By Contract,6.9,52.0,2010,male,Germany
8582,Documentary,320586,Brand: A Second Coming,6.0,10.0,2015,female,United Kingdom
8583,Drama,156326,L'opéra de quat'sous,6.0,3.0,1931,male,France
8584,Drama,234868,The Shiralee,6.3,2.0,1957,male,United Kingdom
8585,Comedy,23270,Russell Howard: Live,6.5,6.0,2008,male,United Kingdom
8586,Unknown,176321,New Year's Eve,5.0,1.0,1924,male,Germany
8587,"Action, Drama, Romance, Thriller",300983,Yennai Arindhaal,6.6,14.0,2015,male,India
8588,"Action, Thriller",76788,Mankatha,5.6,14.0,2011,male,India
8589,"Action, Family",362150,Vedhalam,5.9,10.0,2015,male,India
8590,"Action, Romance, Thriller",280165,Thani Oruvan,7.8,21.0,2015,male,India
8591,"Comedy, Action, Drama, Romance",320910,Naanum Rowdydhaan,6.5,11.0,2015,male,India
8592,"Comedy, Action, Romance",247504,Veeram,5.8,11.0,2014,male,India
8593,"Drama, Family",63964,Deiva Thirumagal,6.7,8.0,2011,male,India
8594,"Drama, Family",223365,Anjali,7.3,5.0,1990,male,India
8595,Romance,69428,Vaali,6.0,6.0,1999,male,India
8596,"Action, Crime",69417,Villan,6.7,5.0,2002,male,India
8597,"Action, Drama, Romance",69401,Dheena,5.3,5.0,2001,male,India
8598,"Action, Drama, Crime, Foreign",69399,Citizen,5.9,6.0,2001,male,India
8599,"Action, Romance",69422,Aasai,6.0,2.0,1995,male,India
8600,"Drama, Foreign",101766,A Barefoot Dream,7.3,4.0,2010,male,South Korea
8601,"Comedy, Drama",35010,A Man Who Was Superman,7.3,15.0,2008,male,South Korea
8602,"Comedy, Drama, Romance",13521,Charlie And A Half,4.3,2.0,1974,male,Israel
8603,Comedy,13520,Festival At The Poolroom,7.7,7.0,1975,male,Israel
8604,"Thriller, Science Fiction",7456,Die Wolke,6.1,25.0,2006,male,Germany
8605,Drama,50451,Micro Men,7.3,6.0,2009,male,United Kingdom
8606,"Action, Adventure, Thriller",364324,Chronicles of the Ghostly Tribe,5.2,14.0,2015,male,China
8607,"Drama, Thriller",302401,Snowden,7.0,1285.0,2016,male,Germany
8608,"Action, Adventure, Animation",155765,Gensomaden Saiyuki Requiem: For the One Not Chosen,7.5,3.0,2001,male,Japan
8609,"Fantasy, Animation",39690,The Weathering Continent,9.0,1.0,1992,male,Japan
8610,Comedy,355008,Special Correspondents,5.6,159.0,2016,male,United Kingdom
8611,"Action, Animation",52143,Battle Arena Toshinden,5.0,1.0,1996,male,Japan
8612,Thriller,394661,Sacrifice,4.9,59.0,2016,male,Germany
8613,"Adventure, Western",9547,Old Shatterhand,5.8,17.0,1964,male,Germany
8614,Comedy,44804,Mexican Bus Ride,7.6,5.0,1952,male,Mexico
8615,"Comedy, Adventure, Western",35026,Lucky Luke,4.7,146.0,2009,male,Argentina
8616,"Drama, Science Fiction",380254,SORI: Voice from the Heart,8.0,3.0,2016,male,South Korea
8617,"Drama, Thriller",64834,Operación Ogro,6.7,3.0,1979,male,France
8618,Drama,94709,Garden of Delights,6.0,2.0,1967,male,Italy
8619,"Thriller, Science Fiction",299269,Androids Dream,4.4,5.0,2014,male,Spain
8620,"Drama, Adventure",94658,The Holy Mountain,8.0,4.0,1926,male,Germany
8621,Documentary,54316,Tonite Let's All Make Love in London,3.8,2.0,1967,male,United Kingdom
8622,"Drama, Romance",80470,Modigliani of Montparnasse,6.4,4.0,1958,male,France
8623,"Drama, Romance",43102,Dangerous Liaisons,6.0,10.0,1959,male,France
8624,Comedy,18906,"Musée haut, musée bas",3.7,11.0,2008,male,France
8625,Unknown,45537,La vie est à nous,6.7,3.0,1936,male,France
8626,"Comedy, Adventure",66540,Ali Baba and the Forty Thieves,7.4,15.0,1954,male,France
8627,"Comedy, Action, Crime, Thriller",290250,The Nice Guys,7.0,2382.0,2016,male,United Kingdom
8628,"Drama, Crime, Mystery",37454,Maigret Lays a Trap,6.2,5.0,1958,male,France
8629,Documentary,132144,The Battle of Chile - Part I,6.3,4.0,1975,male,Chile
8630,"Comedy, Drama",270010,A Hologram for the King,5.8,347.0,2016,male,Mexico
8631,Documentary,132148,The Battle of Chile - Part II,6.8,4.0,1976,male,Chile
8632,Documentary,132150,The Battle of Chile - Part III,6.0,3.0,1979,male,Chile
8633,"Drama, Romance, War",115301,Enamorada,6.5,5.0,1946,male,Mexico
8634,Drama,117457,Salon Mexico,6.0,2.0,1949,male,Mexico
8635,"Drama, Crime",118009,Victims of Sin,5.0,2.0,1951,male,Mexico
8636,Documentary,168421,"Chile, the Obstinate Memory",7.8,4.0,1997,male,Canada
8637,"Action, Drama, Thriller, Mystery",69636,Ghajini,6.6,13.0,2005,male,India
8638,"Action, Crime, Thriller",330629,Kaakha Kaakha,7.1,5.0,2003,male,India
8639,"Action, Thriller, Science Fiction",86718,7Aum Arivu,6.6,10.0,2011,male,India
8640,"Action, Drama, Thriller",19978,Anniyan,6.9,15.0,2005,male,India
8641,Action,69638,Pithamagan,7.7,6.0,2003,male,India
8642,"Drama, Family",42548,The Secret Diaries of Miss Anne Lister,6.2,10.0,2010,male,United Kingdom
8643,"Comedy, Romance",50340,Why Did You Come to My House,5.2,5.0,2009,female,South Korea
8644,"Comedy, Drama, Romance",18377,200 Pounds Beauty,6.6,52.0,2006,male,South Korea
8645,"Comedy, Action, Adventure",11681,Two Missionaries,6.0,50.0,1974,male,Italy
8646,"Drama, Thriller",178146,The Lady Vanishes,6.3,8.0,2013,male,United Kingdom
8647,"Comedy, Drama",44238,World of Glory,7.5,14.0,1991,male,Sweden
8648,"Action, Drama",380111,Flight Crew,6.8,47.0,2016,male,Russia
8649,"Drama, History",79040,Nova Zembla,5.4,21.0,2011,male,Netherlands
8650,"Comedy, Family",278774,Zapped,5.6,131.0,2014,male,Canada
8651,Drama,44606,Goin' Down the Road,6.2,6.0,1970,male,Canada
8652,"Action, Drama, Crime, War",90121,Death Force,3.0,1.0,1978,male,Philippines
8653,"Comedy, Drama, Romance, History",63876,Circle of Love,5.0,2.0,1964,male,Italy
8654,Drama,389323,Papa Hemingway in Cuba,7.0,4.0,2015,male,Canada
8655,"Drama, Thriller",74753,The Sleeping Tiger,5.3,5.0,1954,male,United Kingdom
8656,"Drama, Mystery",93006,The Intimate Stranger,4.0,2.0,1956,male,United Kingdom
8657,"Action, Drama",315669,My Beloved Bodyguard,5.9,17.0,2016,male,Hong Kong
8658,Comedy,70527,A Little Night Music,7.8,4.0,2002,male,Serbia
8659,"Comedy, Drama",55130,The Professional,7.3,9.0,2003,male,Serbia
8660,Drama,61711,The Truth,7.7,23.0,1960,male,Italy
8661,"Action, Crime, Thriller",15068,80 Minutes,4.5,4.0,2008,male,Germany
8662,"Crime, Thriller, Mystery",280874,Killing Daddy,6.8,6.0,2014,male,Canada
8663,"Drama, Family",84741,Courage,0.5,1.0,2009,male,Canada
8664,"Drama, Thriller",22315,Aitraaz,4.9,17.0,2004,male,India
8665,"Adventure, Fantasy, Family",89868,Paws,3.9,8.0,1997,male,Australia
8666,"Comedy, Action, Thriller",13099,Gen-X Cops,5.4,17.0,1999,male,Hong Kong
8667,"Drama, Romance, Thriller",290098,The Handmaiden,8.1,453.0,2016,male,South Korea
8668,"Adventure, Fantasy, Family",267935,The BFG,6.0,1026.0,2016,male,India
8669,Unknown,176715,Jack,7.0,1.0,2013,male,Canada
8670,Drama,371464,Wild,6.4,18.0,2016,female,Germany
8671,"Comedy, Adventure, Fantasy, Animation",223702,Sausage Party,5.6,2310.0,2016,male,Canada
8672,"Comedy, Action",283827,Singh is Bling,5.7,21.0,2015,male,India
8673,"Comedy, Drama, Romance, TV Movie",374614,Dater's Handbook,5.7,3.0,2016,male,Canada
8674,"Comedy, Romance, TV Movie",374607,Love on the Sidelines,5.8,12.0,2016,male,Canada
8675,"Romance, TV Movie",374603,Love in Paradise,1.8,2.0,2016,male,Canada
8676,Romance,299574,One Starry Christmas,6.7,9.0,2014,male,Canada
8677,"Drama, Family",78713,Pollyanna,6.0,2.0,2003,female,United Kingdom
8678,"Comedy, Drama",374475,Toni Erdmann,7.3,270.0,2016,female,Austria
8679,Drama,351454,Neruda,6.1,58.0,2016,male,United States of America
8680,"Drama, Thriller, Mystery, Horror",84993,Next of Kin,6.8,12.0,1982,male,Australia
8681,"Comedy, History",279049,Mission Impossible: Samurai,6.0,3.0,2014,male,Japan
8682,Drama,352733,The Scandalous Lady W,6.0,21.0,2015,female,United Kingdom
8683,"Drama, History, Foreign",86520,Himiko,7.5,2.0,1974,male,Japan
8684,"Drama, Romance",128412,Falling Leaves,4.0,5.0,1966,male,Georgia
8685,"Comedy, Drama",83235,There Once Was a Singing Blackbird,5.8,5.0,1970,male,Georgia
8686,Documentary,112633,Place de la République,6.3,3.0,1974,male,France
8687,"Mystery, Horror",293670,The Wailing,7.2,257.0,2016,male,South Korea
8688,"Action, Drama",375199,Jai Gangaajal,4.9,8.0,2016,male,India
8689,Comedy,56424,Les Invités de mon père,6.1,21.0,2010,female,France
8690,"Drama, Documentary",134362,The Beast,8.0,1.0,2010,male,Mexico
8691,Drama,12443,Perlasca: The Courage of a Just Man,5.3,3.0,2002,male,Sweden
8692,"Comedy, Documentary",136762,So Is This,8.0,3.0,1983,male,Canada
8693,"Drama, Thriller, Mystery, Horror",376549,The Strange House,5.5,8.0,2015,male,China
8694,"Drama, Romance",332872,Julieta,7.0,246.0,2016,male,Spain
8695,Drama,374473,"I, Daniel Blake",7.7,264.0,2016,male,Belgium
8696,History,5654,War and Peace,5.6,7.0,2007,male,Germany
8697,Comedy,353866,Toilet Stories,5.5,2.0,2015,male,Germany
8698,Documentary,44645,Bruce Lee: The Legend,8.9,19.0,1984,male,Hong Kong
8699,Drama,335683,Miraklet i Viskan,5.0,1.0,2015,male,Sweden
8700,Drama,381277,The Yard,5.0,2.0,2016,male,Germany
8701,Unknown,250974,I'm the One You Want,7.5,2.0,2014,male,Norway
8702,"Drama, History",198783,Hagbard and Signe,5.0,3.0,1967,male,Sweden
8703,"Drama, Foreign",33340,The Angel,5.0,1.0,2009,female,Norway
8704,"Comedy, Drama",388468,Grand Hotel,3.9,5.0,2016,male,Norway
8705,"Drama, Family",336885,Returning Home,6.0,2.0,2015,male,Norway
8706,"Comedy, Family",57911,Harry and the Butler,8.0,3.0,1961,male,Denmark
8707,Drama,16039,Zappa,7.3,14.0,1983,male,Denmark
8708,"Comedy, Drama",20661,Twist and Shout,6.4,8.0,1984,male,Denmark
8709,"Drama, Thriller",391617,Kóblic,6.3,15.0,2016,male,Argentina
8710,"Adventure, Fantasy, Science Fiction, Horror, Animation",37433,Neo Tokyo,6.6,12.0,1989,male,Japan
8711,"Thriller, Fantasy, Horror",47408,Rampo Noir,5.6,8.0,2005,male,Japan
8712,"Action, Drama, Thriller",48417,The Stool Pigeon,5.4,16.0,2010,male,Hong Kong
8713,Drama,222220,Shooting Stars,7.5,4.0,1928,male,United Kingdom
8714,"Drama, Adventure",57992,The Red Siren,4.0,4.0,2002,male,Portugal
8715,"Action, Drama, Adventure, History, TV Movie",4546,The Count of Monte-Cristo,6.1,30.0,1975,male,Italy
8716,Drama,374458,Graduation,6.7,54.0,2016,male,Romania
8717,Western,3698,"Amigo, Stay Away",9.0,2.0,1972,female,France
8718,Horror,5434,Death Smiles on a Murderer,6.1,8.0,1973,male,Italy
8719,Comedy,292610,Ladies' Doctor,1.0,1.0,1977,male,Italy
8720,Horror,40162,Porno Holocaust,4.0,10.0,1981,male,Italy
8721,"Action, Science Fiction",58419,2020 Texas Gladiators,3.9,4.0,1983,male,Italy
8722,Drama,374173,Kapoor & Sons (Since 1921),7.7,31.0,2016,male,India
8723,Animation,214676,Mr. Dough and the Egg Princess,7.1,8.0,2010,male,Japan
8724,Thriller,93041,Daughter of Darkness,5.9,4.0,1948,male,United Kingdom
8725,"Horror, Western",180886,Spooky Town,5.3,2.0,1999,male,Romania
8726,"Thriller, Horror, TV Movie",30641,Grizzly Rage,3.6,8.0,2007,male,Canada
8727,"Drama, Music",60163,Beck,6.4,13.0,2010,male,Japan
8728,Documentary,40863,Jackie Chan: My Stunts,7.0,18.0,1999,male,Hong Kong
8729,Comedy,379220,No Filter,6.1,31.0,2016,male,Chile
8730,"Drama, Thriller",221343,Locked In,4.0,5.0,2010,male,United Kingdom
8731,"Comedy, Crime",198652,Loot,8.0,3.0,1970,male,United Kingdom
8732,"Drama, Crime, Thriller",298459,Next Time I'll Aim for the Heart,5.6,89.0,2014,male,France
8733,"Drama, Fantasy",350904,Lost and Beautiful,7.0,5.0,2015,male,Italy
8734,"Drama, Romance, History",330294,Marguerite & Julien,5.8,29.0,2015,female,France
8735,"Drama, Romance",98927,Mad Love,7.0,7.0,1985,male,France
8736,Documentary,192040,Planet Earth,8.8,176.0,2006,male,United Kingdom
8737,Drama,55608,Captive,2.0,2.0,2008,male,Russia
8738,Drama,364902,The Dresser,6.8,19.0,2015,male,United Kingdom
8739,"Comedy, Drama",375356,Next Year If All Goes Well,6.0,1.0,1981,male,France
8740,"Drama, War",82819,The Captive Heart,5.9,7.0,1946,male,United Kingdom
8741,"Comedy, Drama",117767,Eroica,5.0,2.0,1958,male,Poland
8742,"Drama, History",44688,Day One,4.7,3.0,1989,male,Canada
8743,Drama,132133,Man on the Tracks,5.4,4.0,1957,male,Poland
8744,Unknown,105136,Dead Run,1.0,2.0,2005,male,Japan
8745,"Science Fiction, Foreign, Horror",103578,Prey,5.0,2.0,1977,male,United Kingdom
8746,Adventure,150912,Goliath and the Sins of Babylon,5.5,1.0,1963,female,Italy
8747,"Comedy, Mystery, Horror",87335,The Weekend Murders,6.5,5.0,1970,female,Italy
8748,Western,61581,California,5.3,4.0,1977,female,Italy
8749,Documentary,300210,Route 181: Fragments of a Journey in Palestine-Israel,8.0,1.0,2004,male,United Kingdom
8750,Unknown,377150,A Dragon Arrives!,3.9,6.0,2016,male,Iran
8751,Drama,327040,Bang Gang (A Modern Love Story),4.3,99.0,2015,female,France
8752,Action,397003,The Asian Connection,4.1,13.0,2016,male,Thailand
8753,"Drama, Crime, Thriller",51806,To Catch a Killer,5.7,13.0,1992,male,Canada
8754,"Comedy, Drama",380225,Like Crazy,7.3,187.0,2016,male,Italy
8755,"Comedy, Drama",258322,Fasten Your Seatbelts,6.8,52.0,2014,male,Italy
8756,"Drama, Crime",133563,Killers on Parade,5.8,2.0,1961,male,Japan
8757,"Drama, Documentary",213373,What Now? Remind Me,5.0,2.0,2013,male,Portugal
8758,Unknown,168814,Will You Still Love Me Tomorrow?,6.4,4.0,2013,male,Taiwan
8759,Drama,94798,Abhijan,8.0,5.0,1962,male,India
8760,Unknown,139582,Chakravyuh,4.8,3.0,2012,male,India
